,low,high,mean,actual,date
0,111.83842468090337,138.45301328210294,138.45301328210294,101.13,26.10.2022
1,102.16522687152658,128.85300526772176,128.85300526772176,105.96,27.10.2022
2,104.2443053101633,133.41047560536032,133.41047560536032,107.69,28.10.2022
3,105.36858736320886,134.94336780095205,134.94336780095205,80.03,31.10.2022
4,95.97713820704037,120.84187914891125,120.84187914891125,115.58,01.11.2022
5,103.5375910118715,144.85634356573306,144.85634356573306,129.0,02.11.2022
6,104.36535329068373,133.53746039287037,133.53746039287037,124.76001,03.11.2022
7,111.42896378096927,150.0884028629065,150.0884028629065,115.07001,04.11.2022
8,110.92977880115261,153.36409006237923,153.36409006237923,111.39,07.11.2022
9,108.25603327817667,150.02680309609417,150.02680309609417,116.79,08.11.2022
10,102.15973393795674,129.1272204026109,129.1272204026109,112.91,09.11.2022
11,101.96089097571046,128.2717530245138,128.2717530245138,109.91,10.11.2022
12,101.30112245646949,128.40634530924626,128.40634530924626,98.23,11.11.2022
13,96.63819519218043,121.30732974882429,121.30732974882429,114.80999,14.11.2022
14,97.56008946053004,120.91520457189623,120.91520457189623,122.5,15.11.2022
15,100.76338830312625,126.35445411757135,126.35445411757135,109.69,16.11.2022
16,101.6885807975812,133.28017409701908,133.28017409701908,115.57,17.11.2022
17,101.40601837643663,131.05418588625088,131.05418588625088,110.55999,18.11.2022
18,99.95757309895892,125.6747359540745,125.6747359540745,114.31999,21.11.2022
19,100.4753761027721,127.69580260270882,127.69580260270882,122.020004,22.11.2022
20,72.13563646612796,102.47225781493677,102.47225781493677,130.01,23.11.2022
21,74.31888953042468,104.75083886104085,104.75083886104085,121.91,24.11.2022
22,76.74589691617786,109.1402907794737,109.1402907794737,125.100006,25.11.2022
23,77.38525958792594,111.15107436054967,111.15107436054967,123.37,28.11.2022
24,76.09546823347819,108.3634136563129,108.3634136563129,130.19,29.11.2022
25,76.53932932344559,110.05886216208354,110.05886216208354,139.03,30.11.2022
26,77.60104988393596,111.33906708364567,111.33906708364567,136.85,01.12.2022
27,80.21519923539721,116.13911424519652,116.13911424519652,136.95,02.12.2022
28,81.5972607769827,119.7411470467487,119.7411470467487,135.53,05.12.2022
29,81.1465628033689,118.67570288145902,118.67570288145902,139.08,06.12.2022
30,75.44142074942556,105.48329165277154,105.48329165277154,148.3,07.12.2022
31,76.22301402767158,108.94862377084726,108.94862377084726,134.71,08.12.2022
32,74.31197250296638,106.25014463453554,106.25014463453554,142.52,09.12.2022
33,77.85055606512378,108.54963088572975,108.54963088572975,135.71,12.12.2022
34,74.14516857075648,104.99583232912752,104.99583232912752,137.32,13.12.2022
35,75.95002570959544,105.65906552700625,105.65906552700625,131.18,14.12.2022
36,73.68593836362905,102.32251834975415,102.32251834975415,134.87,15.12.2022
37,74.99420594917534,103.12849384154528,103.12849384154528,118.12,16.12.2022
38,70.43562592798732,95.396033921639,95.396033921639,107.01,19.12.2022
39,68.99122483055652,87.86299646538818,87.86299646538818,106.28001,20.12.2022
40,65.7095515048253,85.40666260938619,85.40666260938619,97.81,21.12.2022
41,62.87579577892561,81.23067681641808,81.23067681641808,92.06,22.12.2022
42,60.40276118550422,77.11920062712532,77.11920062712532,83.52,23.12.2022
43,56.9493520006766,70.89944899202781,70.89944899202781,82.61,28.12.2022
44,53.80150651101043,65.93299861732659,65.93299861732659,82.58,29.12.2022
45,52.42956774935948,63.6012637292033,63.6012637292033,75.32,30.12.2022
46,51.76043473394277,62.36005185458753,62.36005185458753,71.14,03.01.2023
47,48.46488419893466,58.816856940791254,58.816856940791254,64.49,04.01.2023
48,46.12345190957081,54.411789308854026,54.411789308854026,70.54,05.01.2023
49,44.71233515371525,51.67891614741761,51.67891614741761,69.15,06.01.2023
50,45.996864758665986,54.34522062570355,54.34522062570355,74.97,09.01.2023
51,46.84764372376663,55.8501796203919,55.8501796203919,69.08,10.01.2023
52,46.789459316323196,56.8583147952605,56.8583147952605,65.87,11.01.2023
53,44.633208551730036,52.76979056071578,52.76979056071578,67.63,12.01.2023
54,44.21150414330022,51.58856941176561,51.58856941176561,63.35,13.01.2023
55,43.40664449996715,50.92287025044363,50.92287025044363,54.990005,16.01.2023
56,39.432655019998386,45.53027056820614,45.53027056820614,59.189995,17.01.2023
57,38.463987590038975,42.6601819534245,42.6601819534245,62.48,18.01.2023
58,39.63696933863439,45.66525124218092,45.66525124218092,60.9,19.01.2023
59,40.45476604268159,47.11365336529838,47.11365336529838,67.91,20.01.2023
