;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.005;1e-05;0.05;qd;10;1;1;1;3;32;1,2;50;0.15757575757575756;2.4409217944913184;0.503030303030303;17.449460601453925;0.15757575757575756;0.503030303030303;2.4409217944913184;17.449460601453925
