,PI_low,PI_hi
0,96.11749221535797,149.87799823105652
1,94.99772287541354,147.58436494409486
2,86.98109026023428,135.44547001552206
3,81.20534089151128,127.33022845417422
4,83.6584054964784,130.88100620555846
5,85.92834765614991,134.23621579414908
6,84.7506540679053,132.23210141120538
7,82.39138793091988,129.08544451591882
8,83.52130655990587,130.6908261728883
9,98.66006019647948,154.19289667670967
10,101.5134973931106,158.06634574464292
11,97.32294700355581,151.34943615167907
12,93.49264366500734,145.69126207045758
13,93.0366475689357,145.05076258956214
14,93.72633562263361,145.9247555180267
15,90.16069612606775,140.40631402233507
16,88.09097231975299,137.36745178704325
17,88.94863440531462,138.9702737739586
18,95.33480404934316,148.5258278653484
19,95.63796774558348,148.81386965726384
20,91.83722699328351,143.18858536346664
21,93.1938743156229,145.17530484028168
22,93.12159754359217,145.3562399760031
23,97.11763088727099,151.84972588311834
24,100.96269363351814,157.61426929746435
25,102.1987522610284,159.35411131012205
26,99.90313202402234,155.92369970036617
27,101.3194069589103,158.23352696925966
28,103.2439212748877,161.60754815997706
29,107.5239873704141,168.293244820658
30,110.09712713332328,172.1982298620852
31,109.21860854544954,170.80487174196622
32,109.29533946394963,170.97628209388807
33,110.54672713671398,173.3012096899263
34,112.41860423001353,176.1733481368201
35,113.37151600304314,177.35979342932484
36,109.7684006435394,171.84241476387726
37,111.08332139845557,173.69415233373576
38,108.45939881737786,169.5224092308718
39,107.99510598730144,168.70693977982413
40,104.99495506263258,163.71803680797214
41,101.22846654255935,157.17069549223808
42,92.31029926970879,143.6415890128999
43,87.03239401318018,135.7146360902612
44,83.83706269846911,130.8689427123941
45,77.82809483710096,122.38009289361352
46,73.06314080131096,115.70529579135177
47,69.37695699725796,110.55929553589336
48,68.0562591064851,108.62293658100718
49,65.51028470511218,105.01007881643002
50,60.25548460131055,97.97123892893191
51,57.43008972446518,94.1712650912628
52,55.877465197646,91.98899224743478
53,59.1503963747255,96.41949074387136
54,59.26197320615127,96.53395398550745
55,59.707263321934036,97.23840206339491
56,56.45394456860955,92.8477473712926
57,54.806302463131445,90.61828030259684
58,53.163059636436074,88.49696792455848
59,49.445440655144836,83.52899543392189
60,47.193632574144104,80.39301492736294
