,low,high,mean,actual,date
0,21.985783067526782,30.247277084891987,30.247277084891987,28.179998,09.06.2021
1,22.215707950900697,30.513348039899046,30.513348039899046,28.280003,10.06.2021
2,22.301004977937957,30.61167243834807,30.61167243834807,27.95,11.06.2021
3,22.019837788565404,30.286714784947442,30.286714784947442,28.78,14.06.2021
4,22.72747043643855,31.103271942952368,31.103271942952368,28.11,15.06.2021
5,22.156049645332132,30.44445153039376,30.44445153039376,28.29,16.06.2021
6,22.309533415711886,30.62149953737828,30.62149953737828,28.580002,17.06.2021
7,22.556883409751784,30.90663157891963,30.90663157891963,29.580002,18.06.2021
8,23.409817137708075,31.889844642903732,31.889844642903732,29.500002,21.06.2021
9,23.341582608128878,31.811188497290633,31.811188497290633,30.9,22.06.2021
10,25.57855332614607,33.432196029684036,33.432196029684036,31.440002,23.06.2021
11,25.97481507209529,33.929965580733224,33.929965580733224,32.06,24.06.2021
12,26.429793453654508,34.5014833497906,34.5014833497906,32.38,25.06.2021
13,26.664615020812928,34.79645654513766,34.79645654513766,32.35,28.06.2021
14,26.642596809513257,34.76879955790704,34.76879955790704,33.6,29.06.2021
15,27.56288804905749,35.92404588497695,35.92404588497695,34.99,30.06.2021
16,28.595943563400347,37.218355782762714,37.218355782762714,35.78,01.07.2021
17,29.18307618803919,37.953968677703,37.953968677703,35.85,02.07.2021
18,29.23509572312303,38.01915191552096,38.01915191552096,37.85,05.07.2021
19,30.721510508887405,39.88147151039909,39.88147151039909,33.68,06.07.2021
20,27.997487006140442,36.26719603978591,36.26719603978591,32.48,07.07.2021
21,27.07834544723218,35.13673952574444,35.13673952574444,33.88,08.07.2021
22,28.15067984266733,36.455608738240436,36.455608738240436,36.93,09.07.2021
23,30.486826678528896,39.32885460343529,39.32885460343529,34.65,12.07.2021
24,28.74046038701054,37.18098694566099,37.18098694566099,35.34,13.07.2021
25,29.268962110169937,37.83099782493565,37.83099782493565,34.23,14.07.2021
26,28.418757819615916,36.78532252767056,36.78532252767056,33.75,15.07.2021
27,28.05110456919873,36.33314104643601,36.33314104643601,35.09,16.07.2021
28,29.077474226835818,37.59548757377769,37.59548757377769,35.74,19.07.2021
29,29.57534637774616,38.2078204108896,38.2078204108896,35.35,20.07.2021
30,31.070265708166115,37.91661951728698,37.91661951728698,35.74,21.07.2021
31,31.393472136539334,38.277194782761924,38.277194782761924,35.68,22.07.2021
32,31.343746340817237,38.22172339481507,38.22172339481507,35.43,23.07.2021
33,31.13656770611394,37.990584178837885,37.990584178837885,37.08,26.07.2021
34,32.50396805841446,39.51609232265794,39.51609232265794,37.44,27.07.2021
35,32.802308777971525,39.84892908320436,39.84892908320436,39.89,28.07.2021
36,34.83269818924421,42.114078220623256,42.114078220623256,41.34,29.07.2021
37,36.03376589540208,43.45434723429688,43.45434723429688,40.65,30.07.2021
38,35.46252359994452,42.81672985605889,42.81672985605889,42.06,02.08.2021
39,36.62985141203498,44.1196946845981,44.1196946845981,41.51,03.08.2021
40,34.41016666240631,43.7357603822407,43.7357603822407,42.29,04.08.2021
41,35.0108452796729,44.46176824360369,44.46176824360369,43.1,05.08.2021
42,35.63462994786293,45.214890577862974,45.214890577862974,43.19,06.08.2021
43,35.703936856812845,45.29856990024008,45.29856990024008,43.34,09.08.2021
44,35.819450245699436,45.43803543753526,45.43803543753526,44.56,10.08.2021
45,36.758972634561516,46.57237669152517,46.57237669152517,46.55,11.08.2021
46,38.291471623715715,48.42263728902355,48.42263728902355,46.0,12.08.2021
47,37.867911287311145,47.91125428242421,47.91125428242421,44.98,13.08.2021
48,37.082412372208054,46.96287738499658,46.96287738499658,47.96,16.08.2021
49,39.3773098474521,49.73362739437375,49.73362739437375,46.78,17.08.2021
50,39.77374446713998,49.046953227727506,49.046953227727506,44.98,18.08.2021
51,38.29570773305168,47.346918503647785,47.346918503647785,40.4,19.08.2021
52,34.53493652643778,43.021280247743526,43.021280247743526,41.7,20.08.2021
53,35.602402347639426,44.249080136904055,44.249080136904055,42.48,23.08.2021
54,36.242884089124495,44.98576119478241,44.98576119478241,45.33,24.08.2021
55,38.58310821535886,47.677484012473265,47.677484012473265,45.48,25.08.2021
56,38.70627583498323,47.81915614952208,47.81915614952208,45.74,26.08.2021
57,38.91977349675172,48.064718376118265,48.064718376118265,47.850002,27.08.2021
58,40.65235626993637,50.057530939611816,50.057530939611816,50.53,31.08.2021
59,42.85297993303075,52.58869200198067,52.58869200198067,49.73,01.09.2021
60,41.140037303131024,51.48926562129003,51.48926562129003,51.83,02.09.2021
61,42.81214518829051,53.42954424491641,53.42954424491641,51.58,03.09.2021
62,42.613081780961416,53.19855682051463,53.19855682051463,52.56,06.09.2021
63,43.39327642379048,54.10394297064019,54.10394297064019,54.0,07.09.2021
64,44.53801258974084,55.43319304032113,55.43319304032113,55.34,08.09.2021
65,45.60324932354805,56.670136966422525,56.670136966422525,56.63,09.09.2021
66,46.62875039605918,57.86092500977905,57.86092500977905,57.949997,10.09.2021
67,47.6780883678198,59.0794065827825,59.0794065827825,61.409996,13.09.2021
68,50.42863042098181,62.273303718164506,62.273303718164506,66.18,14.09.2021
69,54.22056387583625,66.676451250001,66.676451250001,70.09,15.09.2021
70,58.59616404769102,73.89983003384302,73.89983003384302,61.089996,16.09.2021
71,51.268268331314275,65.05113452343902,65.05113452343902,65.96,17.09.2021
72,55.2350713029506,69.84359933664973,69.84359933664973,73.76,20.09.2021
73,61.581825629252066,77.50134376830141,77.50134376830141,72.9,21.09.2021
74,60.88219014863891,76.65739385284527,76.65739385284527,70.91,22.09.2021
