;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;100;0.002;0.01;0.1;pb;1;1;1;1;5;1;52;0.016666666666666666;29.049568549513236;0.55;34.01571715193809;1727.1690701223108;3.8434236421218126e-12;0.6466666666666667;0.805;55.36406503927208;45.83557601020858;440.8401623089855;0.38179171737239237
