;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.005;1e-05;0.05;pb;1;1;1;1;5;32;1,2;10;0.6666666666666666;12.18419701326278;0.6363636363636364;10.958103910484944;0.6006060606060607;0.587878787878788;12.437119747083889;11.416402473807654
