,PI_low,PI_hi
0,14.580702793237297,30.86245221925345
1,15.241250836368948,31.996472743266423
2,15.382815647638344,32.23937777400641
3,15.435247866067826,32.329344219108336
4,15.26222421565788,32.03246027703192
5,15.697403828222184,32.779164779154236
6,15.346114517783723,32.17640338470618
7,15.440490613562101,32.33833927542889
8,15.59254185094893,32.59923638647857
9,16.117254880981967,33.49872599609049
10,23.986220487277308,32.33002390805155
11,25.11949568654548,33.609708968642124
12,25.55657713862515,34.103377055104644
13,26.05808090297716,34.669772420682975
14,26.316920394893508,34.962106129190964
15,26.292652576227177,34.93469903586875
16,27.303931199765707,36.076662756803806
17,28.429470369502685,37.34650525811112
18,29.06910025104465,38.06793997662164
19,29.12578231735314,38.13186362545921
20,32.15235861532703,40.93479597868277
21,28.717318777505085,36.99087024622473
22,27.72948562771834,35.85615372972896
23,28.882075321123075,37.18000114370736
24,31.39450966006681,40.06461479242282
25,29.51638195644407,37.90814982847464
26,30.084763121252923,38.56074425658187
27,29.170394283009244,37.51097367883134
28,28.774981867143545,37.057064865687735
29,29.878828053085943,38.32429627080249
30,30.25037742781972,39.33221481916203
31,29.930925029982784,38.953688513321865
32,30.25037742781972,39.33221481916203
33,30.201229564466225,39.27398194892477
34,29.99645457746909,39.0313358071495
35,31.34855897704424,40.6307563287556
36,31.644102515181128,40.979703516267655
37,33.657096893007406,43.352646878772546
38,34.8489615321673,44.75627594478616
39,34.28180973857151,44.08835787604584
40,36.45438822153594,45.49210275340958
41,35.990431930482266,44.966343398045915
42,36.648403434600624,45.71196244985629
43,37.331677188862194,46.486254649166014
44,37.407596869685264,46.5722875842485
45,37.53412948366004,46.71567609048149
46,38.563263715638165,47.881901445981654
47,40.24178310828564,49.78406548611822
48,39.77787404127765,49.258343797552904
49,38.91753738196953,48.28337554597313
50,40.41769239735907,51.51359218891797
51,39.459187628705514,50.3733116678969
52,37.997144385850675,48.63402336132078
53,34.27739344701364,44.20731552821668
54,35.333086988255744,45.46373065920148
55,35.96660458848012,46.21771511338997
56,38.281432578670945,48.97222117543426
57,38.403267524482324,49.117159080118455
58,38.61445373787193,49.36839297082026
59,40.32833803773022,51.40729226756322
60,41.10483599350704,54.52899367543887
61,40.46978445508449,53.74883248297549
62,42.13680198165308,55.796765908314896
63,41.938344054052564,55.55296109084735
64,42.71628712184638,56.5086650238391
65,43.85920572422897,57.912830982276844
66,44.92272665104303,59.219468042558915
67,45.94656616799445,60.47735077320151
68,46.99420857163864,61.764481491661435
69,49.74030847245585,65.13832697750033
70,55.00014629264449,70.95428471689863
71,58.17104531777892,74.78893175888224
72,50.87430875759211,65.96223928062037
73,54.82181705232532,70.7385135546451
74,61.148496099492355,78.38894444331714
75,60.45074676975141,77.54531385236037
76,58.83619375245903,75.59320335652635
77,57.12480389415665,73.5238057591375
78,58.390031650476,75.05373441094812
79,63.8664664915266,81.67516346362726
80,64.28517793038336,88.97390058055885
81,68.41683273701557,94.44091253792264
82,72.70953222105598,100.11542470325317
83,74.14047196463186,102.00687703678952
84,76.16764227012384,104.6864424736721
85,94.11689936543567,128.41258559468082
86,85.54789669845418,117.08559353009491
87,77.99605556239263,107.10328367868992
88,68.49628438292201,94.54604000990511
89,67.26473749061296,92.91645512911903
90,67.1130471095871,94.79549034959584
91,72.59972450883171,102.3017158684828
92,78.6670783310411,110.60268103626913
93,69.21454244107382,97.67032159346721
94,70.59001135889388,99.5521531520777
95,71.16312799921222,100.33625333592293
96,73.07350030933682,102.94990524885255
97,68.1523724592809,96.21713257808241
98,67.91548652669691,95.89304013666163
99,68.69492052507587,96.95940912318316
100,70.32802303507431,97.72530781056376
101,69.38230136583431,96.46692529210435
102,60.358961777247444,84.45986480535761
103,51.70615188943178,72.9446911028264
104,52.5729284468744,74.09845774313159
105,56.67132600042991,79.55213284292708
106,63.96015843597054,89.25217164289168
107,59.21653677858045,82.93936634571708
108,59.43713716169606,83.2329773522226
109,62.707080189785145,87.58480077926701
110,53.72087106930752,80.35051380306325
111,53.932999233751204,80.65344874763605
112,56.50051465952614,84.31993208732479
113,56.17126242892347,83.84987742918128
114,60.66720043190325,90.26316481393982
115,70.8879101963092,104.84484148014003
116,71.01968889578745,105.03285727173443
117,70.44131745600482,104.20767891443725
118,65.38964547795065,97.00041589837554
119,63.69838711788469,94.58753757785797
120,71.6237592114779,106.34015321989196
121,73.56156531899816,109.08490470554761
122,72.44655725199624,107.50558532386287
123,68.66322700632139,102.14679176470972
124,73.4769780581237,108.96509786384101
125,71.83138478804213,106.63424546191064
126,74.63811895803869,110.60976126997545
127,72.40811069470911,107.45112981508922
128,69.95509474631612,103.97662515149511
129,70.06275151569773,104.1291082218592
130,73.00213690563561,110.53791887952518
131,78.13762369410274,117.96411144699096
132,76.66494070509823,115.83453860939065
133,79.91237866446428,120.53050895592256
134,89.01347433084115,133.69010544683164
135,97.32294488656962,145.70282213743093
136,98.87155683254903,147.94156122730166
137,103.0263525459479,153.94793475175885
138,103.1774290143799,154.16633696798613
139,111.68341568992564,166.46298823325412
140,132.05182347096562,196.08442717698148
141,121.63737312380826,181.0079774378689
142,92.52524776153544,138.86630161144154
143,72.70579477515477,110.16968376140225
144,70.62492735657517,107.15676491042584
145,62.33052914209386,95.14721223088729
146,48.14720276148229,74.59828266455003
147,62.839841599166405,95.88464606254146
148,69.46807484976104,105.48174600016462
149,71.59260539610267,108.55787648505172
150,62.415658917302665,99.14077943041443
151,60.457252444235266,96.18586520012113
152,57.70280260129299,92.02984840782673
153,53.79303334644819,86.13064254656369
154,60.40090347610614,96.10083886806002
155,60.41498467458494,96.1220885642353
156,54.23684886311361,86.80028401187593
157,57.21672100155032,91.29643086881966
158,53.2153725161149,85.25904126578713
159,54.236847176540536,86.80028344968491
160,57.1744582916192,91.2326615414171
161,65.09978765869488,103.19029306930031
162,65.48727051077074,103.77483736648291
163,64.71230312004596,102.60573696610629
164,64.53616979785104,102.34002806211613
