;low;high;mean;epochs
0;167.80141827575596;188.5818579454787;188.5818579454787;60
1;162.02219867997746;188.51263835162675;188.51263835162675;60
2;111.54535725549057;189.51672934644841;189.51672934644841;60
3;99.3032296992931;192.82227936321888;192.82227936321888;60
4;97.606671509973;194.96367269806646;194.96367269806646;60
5;91.66942064693394;179.6297941556281;179.6297941556281;60
6;93.76781990914851;197.611451625985;197.611451625985;60
7;91.70792666610026;208.59290469109087;208.59290469109087;60
8;90.55258580348699;209.17149369378012;209.17149369378012;60
9;91.21379691134226;204.316406228176;204.316406228176;60
10;92.98609716782173;201.2446295458254;201.2446295458254;60
11;94.69644009278959;203.36345931516726;203.36345931516726;60
12;95.06886222180609;201.0504102650352;201.0504102650352;60
13;95.67410828931685;198.70481049745226;198.70481049745226;60
14;95.49197222939856;191.1453255832726;191.1453255832726;60
15;96.8733926204888;199.1841691311852;199.1841691311852;60
16;96.00729693995129;204.81689816861757;204.81689816861757;60
17;94.90081914296596;198.58817042658663;198.58817042658663;60
18;96.15151881192963;197.62977373436834;197.62977373436834;60
19;95.86668770441729;194.97116922693394;194.97116922693394;60
20;96.605527341466;186.3965704613413;186.3965704613413;60
21;97.052729811899;188.94556289372332;188.94556289372332;60
22;97.09532933038112;194.38552756879702;194.38552756879702;60
23;96.26642037856777;191.0727522791378;191.0727522791378;60
24;97.15483302826668;192.73387457377845;192.73387457377845;60
25;97.52930190694109;181.92027964025448;181.92027964025448;60
26;98.1794531687534;185.77610939938572;185.77610939938572;60
27;98.31781837755403;187.35864143909004;187.35864143909004;60
28;97.789362411666;186.2173072488344;186.2173072488344;60
29;98.22303907261279;186.42639628918738;186.42639628918738;60
30;98.74595895057072;184.91255366119472;184.91255366119472;60
31;99.4958584336624;186.68368258503864;186.68368258503864;60
32;99.76152900522071;192.1633492715486;192.1633492715486;60
33;98.81244132500069;185.01529802805766;185.01529802805766;60
34;100.49253920833712;176.91627264231258;176.91627264231258;60
35;100.26622541333305;173.00150635688772;173.00150635688772;60
36;100.98193431328409;173.43554058253378;173.43554058253378;60
37;100.79572941368444;169.8255180594255;169.8255180594255;60
38;101.46447403985883;162.9693135894429;162.9693135894429;60
39;100.32756625398383;153.41427241844934;153.41427241844934;60
40;100.66261670701792;145.43473529134684;145.43473529134684;60
41;101.08213873780046;143.28932243608676;143.28932243608676;60
42;96.98934222159032;137.65264785714518;137.65264785714518;60
43;91.65213424319678;130.60216245728634;130.60216245728634;60
44;82.97882296097093;114.72924896578841;114.72924896578841;60
45;79.79536279427565;112.91457112753675;112.91457112753675;60
46;77.12112407861106;112.60154172805085;112.60154172805085;60
47;73.56211000932635;107.01825525765561;107.01825525765561;60
48;69.639076581458;103.9392409725991;103.9392409725991;60
49;65.8132699272483;95.28742056178115;95.28742056178115;60
50;63.7125649892143;97.56958341978654;97.56958341978654;60
51;61.0704331175808;97.24803411660423;97.24803411660423;60
52;59.67028373413909;100.82540728372393;100.82540728372393;60
53;58.01755804502271;98.50794415902844;98.50794415902844;60
54;57.095657611764494;96.35054672143417;96.35054672143417;60
55;56.49905474612232;95.54632206368774;95.54632206368774;60
56;55.39162755321135;90.48636235521856;90.48636235521856;60
57;53.44608103502651;84.94969492371793;84.94969492371793;60
58;52.41930317652696;85.6661066232503;85.6661066232503;60
59;51.24707046432743;87.36497048838984;87.36497048838984;60
