;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;eta_qd;lamb_qd;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;32;0.005;1e-05;0.1;qd;1;1;1;1;6;32;1;60;0.1;51;0.9333333333333333;39.56655482286254;0.8363636363636363;29.71170328192557;53.7371507284593;-0.6723446288754483;0.9533333333333335;0.8418181818181818;35.61158540393784;25.847954343423805;50.37070378629376;-0.5032583355252024
