;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;eta_qd;lamb_qd;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;32;0.005;1e-05;0.05;qd;1;1;1;1;5;16;1;100;0.01;70;0.9836065573770492;85.72915331179918;0.9016393442622951;46.628710019181995;3367.564809171924;0.5660613043065409;0.9475409836065575;0.8639344262295083;68.3356777905968;39.31900065732391;3440.471001135069;0.5972095284501068
