;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.001;1e-05;0.05;pb;1;1;1;1;5;8;1,2;94;0.7868852459016393;33.29568157089855;0.819672131147541;28.6787865674815;0.7868852459016393;0.819672131147541;33.29568157089855;28.6787865674815
