;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.0001;1e-05;0.05;qd;1;1;1;1;3;1;112;0.19393939393939394;121.9427389844812;0.2545454545454545;35.240710798656416;0.19393939393939394;0.2545454545454545;121.9427389844812;35.240710798656416
