;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;32;0.005;0.0005;0.1;pb;1;1;1;1;5;32;1,2;51;0.36363636363636365;7.114495850291598;0.2606060606060606;7.1215707602193214;179.27866380549398;2.3143403276955543e-05;0.34363636363636363;0.2103030303030303;7.20488299315546;6.68483727286428;155.14637571129208;4.442470099280973e-05
