;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;8;0.001;1e-05;0.05;pb;1;1;1;1;3;1;31;0.15151515151515152;19.909704321781977;0.3575757575757576;45.672165569365355;0.15151515151515152;0.3575757575757576;19.909704321781977;45.672165569365355
