;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;eta_qd;lamb_qd;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;8;0.001;0.0001;0.05;qd;1;1;1;1;32;2;70;0.02;0;0.12727272727272726;13.650316456180564;0.6424242424242425;20.115364708527395;239.95657095290434;6.388986896761098e-10;0.12727272727272726;0.6424242424242425;13.650316456180564;20.115364708527395;239.95657095290434;6.388986896761098e-10
