,PI_low,PI_hi
0,96.364198295056,136.22724084313603
1,82.20897691607767,113.23289618351698
2,84.81270510602776,117.31169835718671
3,86.51953280010727,120.02236181887149
4,90.32375549278908,126.20851716801823
5,91.68040158214671,128.42796810969838
6,69.06688860337655,93.60156465380473
7,97.77790616199954,138.60689926481538
8,108.03694105711615,155.98129350956495
9,104.80837410360785,150.48781496180936
10,97.38624212023537,137.9471640360809
11,94.55138410867654,133.19349424900722
12,98.70606582696757,140.17249260162808
13,95.72430975660363,135.15554792648112
14,93.40821647460088,131.28385215855604
15,84.19346531246744,116.33348025081159
16,97.18654531814686,137.61081032136704
17,103.08296475849261,147.56143764898127
18,93.23813466048404,131.0000999100501
19,97.77023393323674,138.59396405357384
20,93.91072187419385,132.12219465352155
21,96.81021155461848,136.9769516800243
22,102.71548195425291,146.9401443243636
23,108.8046873341375,157.28986317563303
24,102.63126806968428,146.79777192496766
25,105.06788531497577,150.92804738657003
26,103.74741059389456,148.6880253778463
27,108.9413947990134,157.52307796933306
28,115.62554283465195,168.9817035915794
29,113.98329625718766,166.15456281261623
30,114.05871405015424,166.28422563642567
31,112.98631956689977,164.4433432376443
32,115.66314137927115,169.04658678871644
33,122.5769914436848,181.00383515111443
34,112.36630607730913,163.38067081526486
35,118.24887420099415,173.50953304863015
36,113.12243211809498,164.67660611763148
37,114.3378154916062,166.76409225862793
38,109.6927676952624,158.80586598760198
39,112.48726528314558,163.5880003907011
40,99.72626387850968,141.89334299682758
41,91.14741934035864,127.55543256562882
42,90.57478070745796,126.61901130663504
43,83.85451925368389,115.80090366000994
44,79.14522324578971,108.5585249993787
45,72.0172967299591,97.91106757144406
46,71.25301944701155,96.7812605273039
47,71.22765208107087,96.7442377851487
48,65.06962227797611,87.80381457573195
49,61.507247100518256,82.68141913884318
50,55.82285828666787,74.56328993430327
51,60.995225547997755,81.94742388697873
52,59.808149893587895,80.24861242356235
53,64.77198357283041,87.37368088776225
54,59.74828246609445,80.16320871163235
55,57.003052053598495,76.24692585868988
56,58.50822281289753,78.39416414338885
57,54.847913746763666,73.17245819373186
58,47.625377460978534,63.0910626741948
59,51.26895064971394,68.13201535293429
60,54.103881715439776,72.11103786429071
