;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.005;0.001;0.05;pb;1;1;1;1;32;3;20;0.6484848484848484;13.842934777885292;0.6181818181818182;12.583988509603467;0.6484848484848484;0.6181818181818182;13.842934777885292;12.583988509603467
