,low,high,mean,actual,date
0,24.56718011396842,29.17180425808749,29.17180425808749,28.179998,09.06.2021
1,24.821459112330245,29.490593270520783,29.490593270520783,28.280003,10.06.2021
2,24.9484088720419,29.68053512854981,29.68053512854981,27.95,11.06.2021
3,24.73253314225866,29.490478021361678,29.490478021361678,28.78,14.06.2021
4,25.330732497126895,30.12639758271916,30.12639758271916,28.11,15.06.2021
5,24.82684068586953,29.542919199710543,29.542919199710543,28.29,16.06.2021
6,25.016803626061805,29.71843523616547,29.71843523616547,28.580002,17.06.2021
7,25.21002165226008,29.881650533102025,29.881650533102025,29.580002,18.06.2021
8,25.97598442941696,30.767582062979272,30.767582062979272,29.500002,21.06.2021
9,25.96764573111229,30.77554549877807,30.77554549877807,30.9,22.06.2021
10,27.622376291842492,30.99003261674182,30.99003261674182,31.440002,23.06.2021
11,28.057298508761967,31.406790441803963,31.406790441803963,32.06,24.06.2021
12,28.486247446093568,31.855469472983692,31.855469472983692,32.38,25.06.2021
13,28.761290969780386,32.234968088193014,32.234968088193014,32.35,28.06.2021
14,28.72854334286335,32.20232727756978,32.20232727756978,33.6,29.06.2021
15,29.71318999394854,33.15612088547545,33.15612088547545,34.99,30.06.2021
16,30.729532974743304,34.08755334555923,34.08755334555923,35.78,01.07.2021
17,31.245837963723044,34.57627162118585,34.57627162118585,35.85,02.07.2021
18,31.27185054222006,34.63826161401001,34.63826161401001,37.85,05.07.2021
19,32.6637174477125,35.89656317696254,35.89656317696254,33.68,06.07.2021
20,29.816248040786256,33.31032988227105,33.31032988227105,32.48,07.07.2021
21,29.270346505556777,32.74730681952641,32.74730681952641,33.88,08.07.2021
22,29.90936092847955,33.464440495638144,33.464440495638144,36.93,09.07.2021
23,31.140331574993077,34.769732795000294,34.769732795000294,34.65,12.07.2021
24,30.24158771176923,33.82857443026991,33.82857443026991,35.34,13.07.2021
25,30.52352088640658,34.13265793109664,34.13265793109664,34.23,14.07.2021
26,30.055097706603224,33.64276186528304,33.64276186528304,33.75,15.07.2021
27,29.848194545499744,33.42804705995618,33.42804705995618,35.09,16.07.2021
28,30.408041228981194,34.04250779007893,34.04250779007893,35.74,19.07.2021
29,30.664122049562234,34.35004595472377,34.35004595472377,35.35,20.07.2021
30,27.354755095097687,34.379307997316594,34.379307997316594,35.74,21.07.2021
31,27.497238192692905,34.61170652117866,34.61170652117866,35.68,22.07.2021
32,27.51804909877705,34.69303588509202,34.69303588509202,35.43,23.07.2021
33,27.42504162190001,34.75263937703613,34.75263937703613,37.08,26.07.2021
34,28.022453909340197,35.554180412895924,35.554180412895924,37.44,27.07.2021
35,28.13527721419592,35.72045402898147,35.72045402898147,39.89,28.07.2021
36,28.91039667759162,36.7811370155264,36.7811370155264,41.34,29.07.2021
37,29.4426468093771,37.48144431440849,37.48144431440849,40.65,30.07.2021
38,29.30428457195874,37.390464941636225,37.390464941636225,42.06,02.08.2021
39,29.892708830466116,38.19419008960886,38.19419008960886,41.51,03.08.2021
40,34.01099136149576,38.519679013523415,38.519679013523415,42.29,04.08.2021
41,34.493958422987426,39.06375904984798,39.06375904984798,43.1,05.08.2021
42,34.81994488595472,39.417245086560285,39.417245086560285,43.19,06.08.2021
43,34.676597419666194,39.31924113699269,39.31924113699269,43.34,09.08.2021
44,34.893473849465096,39.57268809264487,39.57268809264487,44.56,10.08.2021
45,35.45013853177315,40.220110082272264,40.220110082272264,46.55,11.08.2021
46,36.428797848494966,41.29299542490705,41.29299542490705,46.0,12.08.2021
47,36.20629950849572,41.306659477649,41.306659477649,44.98,13.08.2021
48,35.67215900940537,41.14780397207281,41.14780397207281,47.96,16.08.2021
49,36.975986801160325,42.49468716309715,42.49468716309715,46.78,17.08.2021
50,28.40614225312633,40.12560014989418,40.12560014989418,44.98,18.08.2021
51,28.075058123084872,39.8929205305221,39.8929205305221,40.4,19.08.2021
52,27.180134347842166,38.17207630583578,38.17207630583578,41.7,20.08.2021
53,27.638447927627745,39.479527418714866,39.479527418714866,42.48,23.08.2021
54,27.99296136842916,40.22262307613182,40.22262307613182,45.33,24.08.2021
55,28.56580871924892,41.387676825546244,41.387676825546244,45.48,25.08.2021
56,28.64563703313879,41.801682725565314,41.801682725565314,45.74,26.08.2021
57,28.6940079485026,42.01181567407889,42.01181567407889,47.850002,27.08.2021
58,29.067911357585025,42.75402025872909,42.75402025872909,50.53,31.08.2021
59,29.613923925540963,43.71346950829631,43.71346950829631,49.73,01.09.2021
60,33.502818465620834,43.14371420808675,43.14371420808675,51.83,02.09.2021
61,33.916832798505204,43.83300537393126,43.83300537393126,51.58,03.09.2021
62,33.87431991357016,43.85011284667092,43.85011284667092,52.56,06.09.2021
63,34.056115623718874,44.25649824741342,44.25649824741342,54.0,07.09.2021
64,34.31547120699162,44.903894938444914,44.903894938444914,55.34,08.09.2021
65,34.55488587478372,45.42850067783547,45.42850067783547,56.63,09.09.2021
66,34.77037369276314,46.03848074552854,46.03848074552854,57.949997,10.09.2021
67,34.970642999830204,46.504663594117055,46.504663594117055,61.409996,13.09.2021
68,35.46525303734679,47.24382953630397,47.24382953630397,66.18,14.09.2021
69,36.07934553235141,48.11222913922143,48.11222913922143,70.09,15.09.2021
70,39.857524983900696,55.507138025186336,55.507138025186336,61.089996,16.09.2021
71,38.360595820584116,53.493678996482004,53.493678996482004,65.96,17.09.2021
72,39.34389321322122,55.30563751978539,55.30563751978539,73.76,20.09.2021
73,40.62291713717224,57.681417417081875,57.681417417081875,72.9,21.09.2021
74,40.49734052902702,57.99155571519438,57.99155571519438,70.91,22.09.2021
