;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;100;0.02;0.01;0.05;pb;12;1;1;1;10;1;87;0.3575757575757576;27.61112284707997;0.5515151515151515;28.534491902009528;324.0842836168554;-5.251528756271163e-06;0.4618181818181818;0.6284848484848485;22.347014468841525;26.132466787161228;378.0435842269196;0.0015451126727235012
