;low;high;mean;epochs
0;115.77819583564276;150.6064647928812;150.6064647928812;60
1;106.21170026445532;132.76946073810524;132.76946073810524;60
2;102.17995483819138;135.97885051040626;135.97885051040626;60
3;101.24545949664677;138.09260039505506;138.09260039505506;60
4;102.7969450566006;142.88577984841646;142.88577984841646;60
5;103.35266224835372;144.60259592742284;144.60259592742284;60
6;85.4629297302525;113.60393120809668;113.60393120809668;60
7;100.64349316051553;154.56532250467137;154.56532250467137;60
8;104.92570649371015;167.89143827125173;167.89143827125173;60
9;103.5727556505722;163.6811139373364;163.6811139373364;60
10;100.480758067987;154.05888759233156;154.05888759233156;60
11;99.30081922002732;150.4063025401928;150.4063025401928;60
12;101.02959522173346;155.76686319239388;155.76686319239388;60
13;99.789086146699;151.91473237842752;151.91473237842752;60
14;98.82541845762078;148.93757471339435;148.93757471339435;60
15;92.54599667210528;137.34664645347257;137.34664645347257;60
16;97.8702213529701;153.8007012198235;153.8007012198235;60
17;100.32403992625999;161.43692691635704;161.43692691635704;60
18;96.2271869001857;148.71927529958086;148.71927529958086;60
19;98.11273652779632;152.26761174715628;152.26761174715628;60
20;96.50664837230038;147.29486083585758;147.29486083585758;60
21;97.71385461103377;151.02635671818027;151.02635671818027;60
22;100.17087277189125;158.67250791757286;158.67250791757286;60
23;102.72042004604802;166.6065973384163;166.6065973384163;60
24;100.13578211209384;158.5632780668542;158.5632780668542;60
25;101.15366400747187;161.7309683973299;161.7309683973299;60
26;100.60164576088361;160.0130796242257;160.0130796242257;60
27;102.77785849954986;166.78534269860012;166.78534269860012;60
28;105.59863092792085;167.57917332043326;167.57917332043326;60
29;104.90301963003228;165.41442731177813;165.41442731177813;60
30;104.9349230320793;165.51368234036883;165.51368234036883;60
31;104.48181457919972;164.1036444435197;164.1036444435197;60
32;105.61459187630727;167.62883782418027;167.62883782418027;60
33;108.55662189209137;176.78434359809881;176.78434359809881;60
34;104.2201635280539;163.28938331455927;163.28938331455927;60
35;106.71227234870881;169.46277483692373;169.46277483692373;60
36;104.53924070288434;162.70041260577395;162.70041260577395;60
37;105.05297486701618;164.29917068493484;164.29917068493484;60
38;103.09374841662992;158.2021007311389;158.2021007311389;60
39;104.27121513623774;160.57731671967525;160.57731671967525;60
40;98.9264058255304;143.94449193350607;143.94449193350607;60
41;95.36631289723925;132.91662943639827;132.91662943639827;60
42;95.13183059832943;132.19220335567536;132.19220335567536;60
43;92.4110961419424;123.78678201210673;123.78678201210673;60
44;89.32136724572497;108.26680953842366;108.26680953842366;60
45;81.13645235325157;97.83836727019195;97.83836727019195;60
46;79.95838763750876;96.65045103049337;96.65045103049337;60
47;79.93870924923165;96.6112915310146;96.6112915310146;60
48;70.76617599773748;86.09861811647015;86.09861811647015;60
49;66.81704651173095;79.95063834738836;79.95063834738836;60
50;59.744848303754296;68.9729890308937;68.9729890308937;60
51;64.72168038455159;79.37740665027957;79.37740665027957;60
52;63.578250125369195;77.33299965765492;77.33299965765492;60
53;68.36587499607468;85.89309855820126;85.89309855820126;60
54;63.47911223004203;77.23003335408211;77.23003335408211;60
55;60.83850925574333;72.50873673509138;72.50873673509138;60
56;62.28631338272581;75.0973572000064;75.0973572000064;60
57;58.76551558190283;68.80229504135208;68.80229504135208;60
58;49.5815464249406;56.50636016282294;56.50636016282294;60
59;53.0365338263719;64.12161284027165;64.12161284027165;60
60;55.742941035153656;68.96057290495695;68.96057290495695;60
