;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;units;n_layers;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.002;0.0001;0.05;qd;1;1;1;1;16;3;78;0.9672131147540983;72.57579849723342;0.7868852459016393;34.772435856044574;0.9836065573770492;0.8196721311475411;75.00185013518379;35.26473716460106
