;low;high;mean;epochs
0;-3.4282340099127877;243.15015193609918;26.67699674165315;113
1;-3.5786793571310365;242.92456560031087;26.775812520505546;113
2;-3.541504958224075;242.9880641589745;26.7489766733344;113
3;-3.507530146884727;243.05121748275607;26.722839002063125;113
4;-3.489593345289403;243.06014427042064;26.716671011000702;113
5;-3.4826239161079235;243.06433640827416;26.714024723980668;113
6;-3.692277045598554;242.7745610440581;26.84408734211332;113
7;-3.412556647322339;243.1740717814987;26.666570339969663;113
8;-3.305450607619172;243.33652945313986;26.59571242165509;113
9;-3.329250237300818;243.30851610842456;26.60897005761685;113
10;-24.474239447747486;243.78299213453988;28.487611905132074;113
11;-23.86475808802295;238.81876112693757;27.391329325757432;113
12;-24.779716834188424;246.26947239363557;29.035891134649503;113
13;-24.123955505542735;240.92960117472333;27.857311649037918;113
14;-23.635201551091004;236.94832785523408;26.97792134308699;113
15;-21.518594231302362;219.71200783559885;23.17324337190447;113
16;-24.487947122037642;243.89201237836588;28.510341923170213;113
17;-25.781909037158794;254.4282110841589;30.835532760805975;113
18;-23.66111882687954;237.15766349193137;27.023253457309647;113
19;-24.789306349528356;246.34278548680334;29.049658916798585;113
20;38.491708101595385;129.70518058462213;7.762496895872189;113
21;40.31116990892696;133.82520133724574;8.016696884351516;113
22;43.372888542883395;140.75706156566716;8.443812541312113;113
23;46.3106740190908;147.40803622808542;8.853520808204106;113
24;42.540000142563514;138.86934189022648;8.326441158162849;113
25;43.57370119342998;141.2088507281046;8.47010433529859;113
26;43.07708389804859;140.08520982555427;8.401317055662767;113
27;45.32513939917957;145.17304725074936;8.713719175697776;113
28;48.60512970486078;152.60004827894053;9.172115578935971;113
29;47.79028290958256;150.75498977106804;9.058256652466184;113
30;0.7082316364229736;168.90191611139142;68.02774825364514;113
31;0.7743495106314813;167.48312404431877;66.74029956446847;113
32;0.6093158704590873;171.00558020555732;69.93960971119522;113
33;0.18889742343424326;179.8072202253698;77.96063050832176;113
34;0.8130747693601731;166.83691832401564;66.12520813791055;113
35;0.44712791356952253;174.12455542821166;72.82599526188243;113
36;0.7662748289286024;167.6986492492586;66.92930333257621;113
37;0.6895579355955851;169.49877790319513;68.53888699125295;113
38;0.9715021319987848;163.8425235745142;63.345074787084286;113
39;0.8047954897528623;167.071801341985;66.32945156009755;113
40;-0.06205365820860471;239.66150413366753;7.747127008098571;113
41;0.02622783305966919;239.27262169866736;7.701905862230861;113
42;0.016285376701924165;239.32327258779168;7.705449143453378;113
43;0.08171971666850651;239.03699889166504;7.671475873341182;113
44;0.12728301496396707;238.83772438581616;7.647805706740306;113
45;0.0827492564060625;239.0848139228296;7.659048188200789;113
46;0.0975481195198538;239.0167040125271;7.652130390128902;113
47;0.1461522589862694;238.7818703138266;7.6319341495287025;113
48;0.23906359661924118;238.36093035406418;7.586959600005318;113
49;0.25016197334100865;238.3236449868023;7.578629267248595;113
50;-0.47397088891624567;104.73755964789895;23.179853695159526;113
51;-0.438190915275083;104.85317634393563;23.183070236225813;113
52;-0.4478405384739424;104.82299911629889;23.181974423720717;113
53;-0.43343854135179877;104.88548046504218;23.179764303984708;113
54;-0.45748284084382956;104.79915324980267;23.17952079009469;113
55;-0.4731698361039781;104.74606105686955;23.178653079208093;113
56;-0.46218011589642877;104.78092361504847;23.17976584521186;113
57;-0.4842323792944609;104.70751804825159;23.178278561010153;113
58;-0.5267267090234419;104.5668409987229;23.17529320401667;113
59;-0.5181409178662711;104.60758487971397;23.173321974489223;113
60;-0.5113468032733353;104.63977803246557;23.17175608770276;113
