,low,high,mean,actual,date
0,12.272299745016408,19.468087318135343,19.468087318135343,18.91,30.03.2021
1,12.32862313634592,19.518007860030533,19.518007860030533,19.06,31.03.2021
2,12.467396920453652,19.640999981673584,19.640999981673584,19.06,01.04.2021
3,12.495006051567456,19.665472985553393,19.665472985553393,19.94,06.04.2021
4,12.794234848250342,19.999956263006556,19.999956263006556,19.26,07.04.2021
5,12.920171516775833,20.11156814215878,20.11156814215878,19.17,08.04.2021
6,12.989434898024273,20.17295024039176,20.17295024039176,19.0,09.04.2021
7,13.020085906231275,20.20010906527731,20.20010906527731,19.76,12.04.2021
8,12.88203347450834,20.077766222381975,20.077766222381975,19.58,13.04.2021
9,12.945716385001969,20.134207888397977,20.134207888397977,19.82,14.04.2021
10,13.090089120284278,20.262163850789708,20.262163850789708,20.46,15.04.2021
11,13.404353586487364,20.556920385889644,20.556920385889644,20.6,16.04.2021
12,13.569913507015398,20.71450415724743,20.71450415724743,21.12,19.04.2021
13,13.908224695415731,21.03246347537538,21.03246347537538,21.03,20.04.2021
14,14.22072120146137,21.310174903312753,21.310174903312753,21.32,21.04.2021
15,14.417627609993533,21.4940304394074,21.4940304394074,21.31,22.04.2021
16,14.60096815839075,21.656518914170615,21.656518914170615,19.9,23.04.2021
17,14.438144572015808,21.5122016201476,21.5122016201476,20.26,26.04.2021
18,14.275365338648301,21.36792991116,21.36792991116,21.529999,27.04.2021
19,14.175832261853996,21.283568026964165,21.283568026964165,21.699999,28.04.2021
20,14.160879138208745,21.27484403680745,21.27484403680745,22.49,29.04.2021
21,14.734458390487882,21.836167074698935,21.836167074698935,23.450003,30.04.2021
22,15.429531002367188,22.526085497505992,22.526085497505992,23.1,04.05.2021
23,15.825542989383461,22.892029841565822,22.892029841565822,23.999998,05.05.2021
24,16.340344650588392,23.36051341070161,23.36051341070161,24.320002,06.05.2021
25,16.74017715638393,23.732578469787363,23.732578469787363,24.22,07.05.2021
26,16.915403568476655,24.095606603608395,24.095606603608395,25.14,10.05.2021
27,17.352800607513,24.539537087045396,24.539537087045396,25.91,11.05.2021
28,17.70323125519473,24.865441753643992,24.865441753643992,26.19,12.05.2021
29,18.09342930215317,25.255947807598503,25.255947807598503,26.109999,13.05.2021
30,18.584057342278474,25.870004107273292,25.870004107273292,26.78,14.05.2021
31,18.940315482325865,26.2504371004283,26.2504371004283,26.090002,17.05.2021
32,19.033236880942514,26.333980918042574,26.333980918042574,24.68,18.05.2021
33,18.841065771967944,26.159471546236702,26.159471546236702,22.59,19.05.2021
34,18.29487326975145,25.66039425819518,25.66039425819518,24.770002,20.05.2021
35,17.653074163926558,25.082516460278878,25.082516460278878,24.82,21.05.2021
36,17.174747923224327,24.66154974644094,24.66154974644094,24.78,24.05.2021
37,17.14042855169412,24.668116455597172,24.668116455597172,26.41,25.05.2021
38,17.97627945721159,25.496793262162157,25.496793262162157,26.33,26.05.2021
39,18.287686850519123,26.022977629913886,26.022977629913886,24.999998,27.05.2021
40,18.480157958307863,26.193241433285916,26.193241433285916,25.13,28.05.2021
41,18.66511739147643,26.355842022595702,26.355842022595702,25.88,01.06.2021
42,18.449367114924648,26.16191096164558,26.16191096164558,25.770002,02.06.2021
43,18.24358640882169,25.980785599564108,25.980785599564108,25.939999,03.06.2021
44,18.468204822804346,26.19176669578873,26.19176669578873,25.99,04.06.2021
45,18.688930028356666,26.389379056355885,26.389379056355885,26.580002,07.06.2021
46,18.791247488395452,26.523003579503303,26.523003579503303,27.89,08.06.2021
47,19.146866821932992,26.956105768986436,26.956105768986436,28.12,09.06.2021
48,19.61811013375358,27.38901206602007,27.38901206602007,28.28,10.06.2021
49,20.1700623667966,27.887346441187066,27.887346441187066,28.01,11.06.2021
50,20.60670417267858,28.31191067673911,28.31191067673911,28.79,14.06.2021
51,20.78252811834368,28.514125893855553,28.514125893855553,28.11,15.06.2021
52,20.83118090344304,28.54782185922571,28.54782185922571,28.23,16.06.2021
53,20.858068682172046,28.545010371365574,28.545010371365574,28.57,17.06.2021
54,21.027819961902615,28.67694578414654,28.67694578414654,29.609999,18.06.2021
55,21.092842702829152,28.737445750342772,28.737445750342772,29.409996,21.06.2021
56,21.430308720032265,29.132691415952824,29.132691415952824,30.829998,22.06.2021
57,21.939900134891666,29.68429375304831,29.68429375304831,31.389997,23.06.2021
58,22.53177500273741,30.248735053768012,30.248735053768012,31.979998,24.06.2021
59,23.006853617673073,30.756840642878363,30.756840642878363,32.279995,25.06.2021
