;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.005;1e-05;0.05;pb;1;1;1;1;5;32;1,2;8;0.6121212121212121;11.57068034666945;0.6060606060606061;11.094758100849845;0.6121212121212121;0.6060606060606061;11.57068034666945;11.094758100849845
