;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum
0;32;0.005;1e-05;0.05;pb;1;1;1;1;5;32;1,2;47;0.32786885245901637;38.12236482647525;0.2786885245901639;34.06569558428536;0.3360655737704918;0.28032786885245903;36.718879732262565;31.407090142008258
