;batch_size;learning_rate;l2_lambda;alpha;loss_func;time_steps_in;time_steps_out;n_vars;nof_ens;kernel_size;n_filters;dilations;epochs;coverage;avg_length;coverage_conf;avg_length_conf;mis;cwc;coverage_sum;coverage_conf_sum;avg_length_sum;avg_length_conf_sum;mis_sum;cwc_sum
0;32;0.02;0.001;0.05;pb;6;1;1;1;5;16;1,2;27;0.7868852459016393;20.782458354759065;0.4098360655737705;19.06852487893312;39.69969521580405;-0.0024490749770008113;0.860655737704918;0.4098360655737706;22.07158706302855;19.068524893071142;33.687528278633934;-0.06790258615823058
