;low;high;mean;epochs
0;104.62482196418226;129.22911401208592;129.22911401208592;142
1;85.94476665724592;107.58752291852939;107.58752291852939;142
2;88.41876914131878;111.46758076849054;111.46758076849054;142
3;90.05529345061301;114.03419250967457;114.03419250967457;142
4;93.7662971767223;120.05793704048553;120.05793704048553;142
5;95.0955254515362;122.142588556504;122.142588556504;142
6;68.01079475497282;86.99223394903431;86.99223394903431;142
7;95.68812729149171;140.2914506781303;140.2914506781303;142
8;105.85498632257229;156.3839212247978;156.3839212247978;142
9;102.74134991077258;151.35325716203442;151.35325716203442;142
10;95.29627337054241;139.6768955986213;139.6768955986213;142
11;92.46883667596605;135.24253848588688;135.24253848588688;142
12;96.61778317977894;141.74948855340227;141.74948855340227;142
13;93.6366923030538;137.07414516317647;137.07414516317647;142
14;91.33171928319837;133.45916605354725;133.45916605354725;142
15;82.35769608888565;119.3849016379199;119.3849016379199;142
16;95.0965056720049;139.36359494315664;139.36359494315664;142
17;101.00492942239238;148.62997043348363;148.62997043348363;142
18;91.16268981898095;133.1940626535809;133.1940626535809;142
19;95.68043348554878;140.27939211689284;140.27939211689284;142
20;91.83112619972493;134.24239303257443;134.24239303257443;142
21;94.72002703312425;138.7731446563054;138.7731446563054;142
22;100.63613225963744;148.05157870786982;148.05157870786982;142
23;106.59193949758692;157.57969155806313;157.57969155806313;142
24;104.61874336429466;147.91903317279525;147.91903317279525;142
25;107.06970141999037;151.7629523284956;151.7629523284956;142
26;105.7404978048109;149.6783254721116;149.6783254721116;142
27;110.79040254734024;157.7928001188286;157.7928001188286;142
28;117.2406231258437;165.48083570730478;165.48083570730478;142
29;115.64996573659387;162.89989671851546;162.89989671851546;142
30;115.72292126506237;163.0182629637914;163.0182629637914;142
31;114.68679740511291;161.33709238635714;161.33709238635714;142
32;117.27710705498656;165.54004348957716;165.54004348957716;142
33;123.85886212355285;176.3878536658762;176.3878536658762;142
34;114.08848069487767;160.3662795682021;160.3662795682021;142
35;119.78081206873334;169.6098202370446;169.6098202370446;142
36;114.8181469479175;161.55021327693984;161.55021327693984;142
37;115.99290727264636;163.4563536993016;163.4563536993016;142
38;111.51275721877083;156.18698938422003;156.18698938422003;142
39;114.20521940428102;160.55569022027797;160.55569022027797;142
40;101.70678577270098;140.57423503598477;140.57423503598477;142
41;93.17069302627465;127.18681541820524;127.18681541820524;142
42;92.60982197092514;126.30716926854709;126.30716926854709;142
43;86.10210745474235;116.10091647146062;116.10091647146062;142
44;81.68423530762605;104.18484476663798;104.18484476663798;142
45;74.39303488625454;92.60725120403555;92.60725120403555;142
46;73.66609352281951;91.37164323134455;91.37164323134455;142
47;73.64213668796835;91.33089935035349;91.33089935035349;142
48;67.54301998451452;81.47316116670125;81.47316116670125;142
49;64.20390820528144;75.79749354081333;75.79749354081333;142
50;57.62847833294706;67.3796930607596;67.3796930607596;142
51;62.92121266064162;78.15888163934167;78.15888163934167;142
52;61.81083864141597;76.27152569350888;76.27152569350888;142
53;66.46003048932613;84.17400762791848;84.17400762791848;142
54;61.75492292034033;76.17648129749749;76.17648129749749;142
55;58.910631365629364;72.19041784401972;72.19041784401972;142
56;60.54583638448146;74.27517416348451;74.27517416348451;142
57;56.56931004462045;69.20541841523703;69.20541841523703;142
58;47.50471201303724;59.3028181916435;59.3028181916435;142
59;51.406901884901544;64.27780079985835;64.27780079985835;142
60;54.46363619024831;68.17487996248653;68.17487996248653;142
